2.580000000000000000e+02,2.841483871699462682e+01,2.861555136740207672e+00,0.000000000000000000e+00,0.000000000000000000e+00
5.150000000000000000e+02,2.591570272607153314e+01,1.404625482857227325e+00,0.000000000000000000e+00,0.000000000000000000e+00
7.720000000000000000e+02,1.362654465550022209e+01,8.621662911027669907e-01,0.000000000000000000e+00,0.000000000000000000e+00
1.029000000000000000e+03,6.504258014242107144e+00,8.844018513336777687e-01,0.000000000000000000e+00,0.000000000000000000e+00
1.286000000000000000e+03,3.009252566957997921e+00,5.614863522350788116e-01,0.000000000000000000e+00,0.000000000000000000e+00
1.543000000000000000e+03,2.375529303702853756e+00,5.431901691481471062e-01,0.000000000000000000e+00,0.000000000000000000e+00
1.800000000000000000e+03,2.251079953689688384e+00,6.594931706786155701e-01,0.000000000000000000e+00,0.000000000000000000e+00
2.057000000000000000e+03,2.137167292697213838e+00,3.771024057641625404e-01,0.000000000000000000e+00,0.000000000000000000e+00
2.314000000000000000e+03,2.071864825757772977e+00,8.377146217972040176e-01,0.000000000000000000e+00,0.000000000000000000e+00
2.571000000000000000e+03,1.735772401257032138e+00,4.301259648054838181e-01,0.000000000000000000e+00,0.000000000000000000e+00
2.828000000000000000e+03,1.322056912712782362e+00,3.249168861657381058e-01,0.000000000000000000e+00,0.000000000000000000e+00
3.085000000000000000e+03,1.371605125294170513e+01,2.443400004496797919e+02,0.000000000000000000e+00,2.440000000000000000e+02
3.342000000000000000e+03,1.206191889244750959e+00,2.492832820862531662e-01,0.000000000000000000e+00,0.000000000000000000e+00
3.599000000000000000e+03,9.068615959020016604e-01,2.146875085309147835e-01,0.000000000000000000e+00,0.000000000000000000e+00
3.856000000000000000e+03,9.107994491433578643e-01,2.633266849443316460e-01,0.000000000000000000e+00,0.000000000000000000e+00
4.113000000000000000e+03,8.041205797736038496e-01,5.202129166573286057e-01,0.000000000000000000e+00,0.000000000000000000e+00
4.370000000000000000e+03,5.574835725693431110e-01,1.491222353652119637e-01,0.000000000000000000e+00,0.000000000000000000e+00
4.627000000000000000e+03,1.964496733735347833e+00,6.704787726514041424e+00,2.410000000000000000e+02,0.000000000000000000e+00
4.884000000000000000e+03,7.354561667670309610e-01,2.841492337174713612e+00,0.000000000000000000e+00,0.000000000000000000e+00
5.141000000000000000e+03,1.167698241695216410e+00,6.382332101464271545e+00,0.000000000000000000e+00,0.000000000000000000e+00
5.398000000000000000e+03,1.639891239219486652e+00,6.823871114291250706e+00,0.000000000000000000e+00,0.000000000000000000e+00
5.655000000000000000e+03,1.526330803592761853e+00,1.079191904515028000e+01,0.000000000000000000e+00,0.000000000000000000e+00
5.912000000000000000e+03,6.649578416723189722e-01,1.859859570860862732e+00,0.000000000000000000e+00,0.000000000000000000e+00
6.169000000000000000e+03,6.291689491256798883e-01,1.541091084480285645e+00,0.000000000000000000e+00,0.000000000000000000e+00
6.426000000000000000e+03,8.745842389040530129e-01,3.740254271775484085e+00,0.000000000000000000e+00,0.000000000000000000e+00
6.683000000000000000e+03,7.352110057015872613e-01,1.115324607118964195e+00,0.000000000000000000e+00,0.000000000000000000e+00
6.940000000000000000e+03,1.331701178093882998e+00,1.929782323539257050e+00,0.000000000000000000e+00,0.000000000000000000e+00
7.197000000000000000e+03,3.503216985951557838e+00,6.627967362105846405e+01,0.000000000000000000e+00,2.050000000000000000e+02
7.454000000000000000e+03,1.078411038513829912e+00,8.074135647155344486e+00,0.000000000000000000e+00,0.000000000000000000e+00
7.711000000000000000e+03,3.021195151585978511e+00,9.356596283614635468e+00,0.000000000000000000e+00,0.000000000000000000e+00
7.968000000000000000e+03,9.059440513912273119e+00,2.591237505897879601e+00,0.000000000000000000e+00,0.000000000000000000e+00
8.225000000000000000e+03,4.335811641896072821e+00,5.241744376718997955e+00,2.100000000000000000e+02,0.000000000000000000e+00
8.482000000000000000e+03,2.925589301786013063e+00,1.370007544755935669e+00,0.000000000000000000e+00,0.000000000000000000e+00
8.739000000000000000e+03,1.613192622141035315e+00,4.908307576552033424e+00,0.000000000000000000e+00,0.000000000000000000e+00
8.996000000000000000e+03,8.622652810500118781e-01,4.257494434714317322e-01,0.000000000000000000e+00,0.000000000000000000e+00
9.253000000000000000e+03,1.441043260734790055e+00,8.208865020424127579e-01,0.000000000000000000e+00,0.000000000000000000e+00
9.510000000000000000e+03,2.442712013927652137e+00,1.219889342784881592e+00,0.000000000000000000e+00,0.000000000000000000e+00
9.767000000000000000e+03,4.051047371564498789e+00,3.266125034540891647e+00,0.000000000000000000e+00,0.000000000000000000e+00
1.002400000000000000e+04,1.664431479523431401e+00,2.945799067616462708e+00,0.000000000000000000e+00,0.000000000000000000e+00
1.028100000000000000e+04,1.952331919089475232e+00,3.462401270866394043e+00,0.000000000000000000e+00,0.000000000000000000e+00
1.053800000000000000e+04,1.917447451029086869e+00,2.999561890959739685e+00,0.000000000000000000e+00,0.000000000000000000e+00
1.079500000000000000e+04,1.617778560829209233e+00,1.876516036689281464e+00,0.000000000000000000e+00,0.000000000000000000e+00
1.105200000000000000e+04,1.687858165205420535e+00,2.850429686345160007e+01,0.000000000000000000e+00,2.550000000000000000e+02
1.130900000000000000e+04,2.771422193086526597e+00,4.916580833494663239e+00,0.000000000000000000e+00,0.000000000000000000e+00
1.156600000000000000e+04,4.087792415571070315e+00,3.490725801326334476e+00,0.000000000000000000e+00,0.000000000000000000e+00
1.182300000000000000e+04,1.238071494253499827e+00,2.580224969424307346e+01,0.000000000000000000e+00,2.190000000000000000e+02
1.208000000000000000e+04,4.347101969657608755e+00,3.888205789029598236e+00,7.200000000000000000e+01,2.000000000000000000e+00
1.233700000000000000e+04,3.234392803235649705e+00,4.758219526149332523e+00,2.160000000000000000e+02,0.000000000000000000e+00
1.259400000000000000e+04,2.429871699931975382e+00,7.574264081194996834e-01,0.000000000000000000e+00,0.000000000000000000e+00
1.285100000000000000e+04,2.168800062065726397e+00,2.021552044898271561e+00,0.000000000000000000e+00,0.000000000000000000e+00
1.310800000000000000e+04,1.904154767732976650e+00,3.737352224066853523e+00,0.000000000000000000e+00,0.000000000000000000e+00
1.336500000000000000e+04,1.911754945013888207e+00,1.143152853474020958e+00,0.000000000000000000e+00,0.000000000000000000e+00
1.362200000000000000e+04,1.552259744767805039e+00,1.813946694135665894e+00,0.000000000000000000e+00,0.000000000000000000e+00
1.387900000000000000e+04,2.006364629581207648e+00,2.320824163034558296e+00,7.400000000000000000e+01,0.000000000000000000e+00
1.413600000000000000e+04,1.289648875783155679e+00,9.877680968493223190e+00,2.130000000000000000e+02,9.400000000000000000e+01
1.439300000000000000e+04,5.348654448250138582e-01,6.543069794774055481e+00,0.000000000000000000e+00,2.100000000000000000e+02
1.465000000000000000e+04,3.714165759491616647e-01,7.697008073329925537e+00,1.280000000000000000e+02,2.440000000000000000e+02
1.490700000000000000e+04,6.327420127014389273e-01,1.079761858750134706e+01,0.000000000000000000e+00,1.680000000000000000e+02
1.516400000000000000e+04,2.943710934452027139e+00,1.378942733258008957e+01,2.130000000000000000e+02,3.000000000000000000e+00
1.542100000000000000e+04,1.730436951903384202e+00,1.318722229078412056e+01,0.000000000000000000e+00,0.000000000000000000e+00
1.567800000000000000e+04,6.898587272158508421e-01,9.431512070819735527e+00,0.000000000000000000e+00,2.110000000000000000e+02
1.593500000000000000e+04,3.350250836873421845e-01,1.218064102530479431e+01,0.000000000000000000e+00,2.490000000000000000e+02
1.619200000000000000e+04,5.602855097647388982e-01,7.102920797653496265e+00,0.000000000000000000e+00,2.180000000000000000e+02
1.644900000000000000e+04,8.538396304611493015e-01,8.186806362122297287e+00,2.500000000000000000e+02,1.350000000000000000e+02
1.670600000000000000e+04,1.793766223914977642e+00,3.966612044721841812e+00,2.170000000000000000e+02,4.400000000000000000e+01
1.696300000000000000e+04,5.026795018986097707e-01,6.069025672972202301e+00,1.790000000000000000e+02,2.140000000000000000e+02
1.722000000000000000e+04,1.816099218431083351e+00,8.034199380315840244e+00,1.190000000000000000e+02,3.500000000000000000e+01
1.747700000000000000e+04,1.254030148470127726e+00,9.619179860688745975e+00,0.000000000000000000e+00,1.110000000000000000e+02
1.773400000000000000e+04,6.082562155962051298e-01,8.968643668107688427e+00,2.490000000000000000e+02,2.090000000000000000e+02
1.799100000000000000e+04,2.701227056015904626e-01,1.278166411817073822e+01,0.000000000000000000e+00,2.500000000000000000e+02
1.824800000000000000e+04,5.316379371103112650e-01,2.904818866401910782e+00,0.000000000000000000e+00,1.880000000000000000e+02
1.850500000000000000e+04,2.282442341956788801e-01,8.659505233168601990e+00,5.100000000000000000e+01,2.490000000000000000e+02
1.876200000000000000e+04,1.476413962909082001e+00,1.070880439132452011e+00,7.600000000000000000e+01,0.000000000000000000e+00
1.901900000000000000e+04,7.613220786309320420e-01,2.473954213969409466e+01,0.000000000000000000e+00,1.740000000000000000e+02
1.927600000000000000e+04,1.601602056966825449e-01,3.968480527400970459e+00,2.180000000000000000e+02,2.540000000000000000e+02
1.953300000000000000e+04,1.084088536323642549e+00,7.512120053172111511e+00,6.600000000000000000e+01,1.210000000000000000e+02
1.979000000000000000e+04,7.883744139505192983e-02,3.147558271884918213e+00,1.380000000000000000e+02,2.570000000000000000e+02
2.004700000000000000e+04,6.490888210858363205e-01,5.800201779231429100e+00,1.820000000000000000e+02,1.770000000000000000e+02
2.030400000000000000e+04,7.020651765604376537e-01,7.376639429479837418e+00,1.650000000000000000e+02,1.660000000000000000e+02
2.056100000000000000e+04,9.829578959557901952e-01,3.325373835861682892e+00,1.900000000000000000e+02,1.850000000000000000e+02
2.081800000000000000e+04,1.253589157949182242e+00,1.249580605514347553e+01,2.390000000000000000e+02,1.550000000000000000e+02
2.107500000000000000e+04,2.527963445496145822e-01,2.321099700406193733e+00,1.780000000000000000e+02,2.490000000000000000e+02
