1.074400000000000000e+04,7.286016908014447679e-03,0.000000000000000000e+00
2.074400000000000000e+04,0.000000000000000000e+00,0.000000000000000000e+00
3.074400000000000000e+04,0.000000000000000000e+00,0.000000000000000000e+00
4.074400000000000000e+04,0.000000000000000000e+00,0.000000000000000000e+00
5.074400000000000000e+04,0.000000000000000000e+00,0.000000000000000000e+00
6.074400000000000000e+04,0.000000000000000000e+00,7.729743812638356637e-03
7.074400000000000000e+04,0.000000000000000000e+00,0.000000000000000000e+00
8.074400000000000000e+04,1.342952349031434345e-01,0.000000000000000000e+00
9.074400000000000000e+04,0.000000000000000000e+00,0.000000000000000000e+00
1.007440000000000000e+05,0.000000000000000000e+00,0.000000000000000000e+00
1.107440000000000000e+05,0.000000000000000000e+00,0.000000000000000000e+00
1.207440000000000000e+05,0.000000000000000000e+00,0.000000000000000000e+00
1.307440000000000000e+05,0.000000000000000000e+00,0.000000000000000000e+00
1.407440000000000000e+05,0.000000000000000000e+00,0.000000000000000000e+00
1.507440000000000000e+05,0.000000000000000000e+00,0.000000000000000000e+00
1.607440000000000000e+05,0.000000000000000000e+00,0.000000000000000000e+00
1.707440000000000000e+05,3.424487286061039804e-03,0.000000000000000000e+00
1.807440000000000000e+05,5.298155166647899872e-02,4.912701692875531823e-02
1.907440000000000000e+05,0.000000000000000000e+00,1.691535480495046428e+01
2.007440000000000000e+05,0.000000000000000000e+00,1.559423774581554056e+01
2.107440000000000000e+05,0.000000000000000000e+00,1.458084402064798013e+01
2.207440000000000000e+05,0.000000000000000000e+00,6.128781379678283514e+01
2.307440000000000000e+05,6.859828110269872070e+01,6.550860794178036883e+01
2.407440000000000000e+05,0.000000000000000000e+00,6.988581046803591335e+01
2.507440000000000000e+05,7.664744257856030174e+01,8.263497369813651972e+01
2.607440000000000000e+05,8.451192225844596351e+01,7.731883896583117632e+01
2.707440000000000000e+05,0.000000000000000000e+00,8.355066228083362034e+01
2.807440000000000000e+05,7.784351278638989413e+01,9.529119678318207320e+01
2.907440000000000000e+05,0.000000000000000000e+00,7.047895382802205688e+01
3.007440000000000000e+05,0.000000000000000000e+00,8.925092866101489619e+01
3.107440000000000000e+05,9.505452760235657195e+01,0.000000000000000000e+00
3.207440000000000000e+05,9.207346956752628842e+01,0.000000000000000000e+00
3.307440000000000000e+05,6.896295461386814374e-03,0.000000000000000000e+00
3.407440000000000000e+05,0.000000000000000000e+00,0.000000000000000000e+00
3.507440000000000000e+05,7.560341992232426378e+01,0.000000000000000000e+00
3.607440000000000000e+05,1.034206898431827142e+02,0.000000000000000000e+00
3.707440000000000000e+05,9.906090472209335474e+01,0.000000000000000000e+00
3.807440000000000000e+05,0.000000000000000000e+00,0.000000000000000000e+00
3.907440000000000000e+05,0.000000000000000000e+00,0.000000000000000000e+00
4.007440000000000000e+05,0.000000000000000000e+00,0.000000000000000000e+00
