2.580000000000000000e+02,1.311191881331779769e+03,0.000000000000000000e+00,3.210455460483008228e-01,3.933357606031008813e-01,0.000000000000000000e+00,-7.422870528399611034e-02
5.150000000000000000e+02,2.807616681003759368e+03,0.000000000000000000e+00,2.173462043662914012e-01,3.363105123704401844e-01,0.000000000000000000e+00,2.286459223368577376e-01
7.720000000000000000e+02,8.627566342644388442e+02,0.000000000000000000e+00,3.856925667065511099e-01,4.267196640602152202e-01,0.000000000000000000e+00,1.258750197127927739e-01
1.029000000000000000e+03,5.724835550659004184e+02,0.000000000000000000e+00,3.031834650755161342e-01,3.205445239130094714e-01,0.000000000000000000e+00,3.685789763003380348e-02
1.286000000000000000e+03,5.439215938084824984e+02,0.000000000000000000e+00,3.582756926185072799e-01,3.884177685570341931e-01,0.000000000000000000e+00,1.931656965855693686e-01
1.543000000000000000e+03,5.534861096985898712e+02,0.000000000000000000e+00,2.786885515122330403e-01,3.205468764111044089e-01,0.000000000000000000e+00,1.226495088788457366e-01
1.800000000000000000e+03,4.449762732473496385e+02,0.000000000000000000e+00,3.793901178437355526e-01,4.091048934097979983e-01,0.000000000000000000e+00,8.307742995119354878e-02
2.057000000000000000e+03,4.993968429001010350e+02,0.000000000000000000e+00,5.349675391285747539e-01,5.135270006679556465e-01,0.000000000000000000e+00,1.632549723486620419e-01
2.314000000000000000e+03,3.380249495631916830e+02,0.000000000000000000e+00,3.246029427414318658e-01,3.816533659552153734e-01,0.000000000000000000e+00,8.571433042151102577e-02
2.571000000000000000e+03,3.819635405163156179e+02,0.000000000000000000e+00,3.562077906542344685e-01,4.281822685144639484e-01,0.000000000000000000e+00,1.047771636270670575e-01
2.828000000000000000e+03,3.069020593882816001e+02,0.000000000000000000e+00,2.744277136555408614e-01,3.487438475151062311e-01,0.000000000000000000e+00,-7.072073861181618626e-02
3.085000000000000000e+03,3.362810752124019587e+02,0.000000000000000000e+00,4.265026421762027620e-01,4.969419077514938832e-01,0.000000000000000000e+00,1.498430100696009903e-01
3.342000000000000000e+03,2.987133684488898098e+02,0.000000000000000000e+00,4.293970869230770426e-01,4.819866388590557937e-01,0.000000000000000000e+00,1.487078977271849567e-01
3.599000000000000000e+03,2.510648586078198718e+02,0.000000000000000000e+00,3.856887380935836718e-01,3.694565619307317861e-01,0.000000000000000000e+00,-2.341491718745931927e-02
3.856000000000000000e+03,2.634847156622690818e+02,0.000000000000000000e+00,3.460720835076487312e-01,4.773928214212290189e-01,0.000000000000000000e+00,9.399556856759827550e-02
4.113000000000000000e+03,2.756701632499879224e+02,0.000000000000000000e+00,3.695255467285985529e-01,4.189012743514923809e-01,0.000000000000000000e+00,1.211423522191001356e-01
4.370000000000000000e+03,2.754680425794526855e+02,0.000000000000000000e+00,4.442275808994908259e-01,5.477331358947669093e-01,0.000000000000000000e+00,5.081182750992913749e-02
4.627000000000000000e+03,2.233970392641048477e+02,0.000000000000000000e+00,4.115251997622613733e-01,5.137211284227694019e-01,0.000000000000000000e+00,1.581449354064692198e-02
4.884000000000000000e+03,2.451718538928261353e+02,0.000000000000000000e+00,5.616477673260411585e-01,6.007687629521482053e-01,0.000000000000000000e+00,-2.503537449304779963e-02
5.141000000000000000e+03,2.114732778763240333e+02,0.000000000000000000e+00,3.426783482970254813e-01,4.368578361401596055e-01,0.000000000000000000e+00,2.789646044420526078e-03
5.398000000000000000e+03,2.073112537584227084e+02,0.000000000000000000e+00,4.335647722851969088e-01,5.351227652499903620e-01,0.000000000000000000e+00,-9.894305742196907172e-03
5.655000000000000000e+03,2.069829755510323821e+02,0.000000000000000000e+00,5.649251461770964378e-01,6.106359882061395128e-01,0.000000000000000000e+00,5.209241362023149524e-02
5.912000000000000000e+03,1.934409280142332648e+02,0.000000000000000000e+00,2.481499369129796240e-01,3.818718296473325724e-01,0.000000000000000000e+00,2.876709134887217925e-02
6.169000000000000000e+03,1.923275646959983192e+02,0.000000000000000000e+00,3.222364227227039746e-01,4.745126644866339283e-01,0.000000000000000000e+00,3.111869453785777798e-02
6.426000000000000000e+03,2.078686118470643294e+02,0.000000000000000000e+00,2.812121350393594343e-01,4.382689446336818784e-01,0.000000000000000000e+00,-8.233677735703258393e-02
6.683000000000000000e+03,1.812465453969162468e+02,0.000000000000000000e+00,3.158324026762800996e-01,4.901969998054034328e-01,0.000000000000000000e+00,-2.461998970768820849e-02
6.940000000000000000e+03,1.796450324830612715e+02,0.000000000000000000e+00,3.873484865392027299e-01,5.453803236475608385e-01,0.000000000000000000e+00,7.322278436906905219e-02
7.197000000000000000e+03,1.505459139827972592e+02,0.000000000000000000e+00,3.418711863481517232e-01,4.617574907055923550e-01,0.000000000000000000e+00,-5.182098701559305354e-02
7.454000000000000000e+03,1.608332854376032515e+02,0.000000000000000000e+00,4.067072463781234437e-01,5.742651534004690195e-01,0.000000000000000000e+00,4.573313520819675959e-02
7.711000000000000000e+03,1.613596170825215950e+02,0.000000000000000000e+00,4.544003913702312492e-01,5.143393501191672046e-01,0.000000000000000000e+00,3.850697813415168008e-02
7.968000000000000000e+03,1.724992405099741575e+02,0.000000000000000000e+00,3.201544151182524334e-01,4.273031001523250882e-01,0.000000000000000000e+00,3.187846954674648792e-02
8.225000000000000000e+03,1.708653222304729127e+02,0.000000000000000000e+00,3.239893376051160567e-01,4.714163271475761419e-01,0.000000000000000000e+00,-8.814711832145291637e-02
8.482000000000000000e+03,1.983668480200947215e+02,0.000000000000000000e+00,3.556517038668010056e-01,5.160473447544079439e-01,0.000000000000000000e+00,7.727395518067368962e-02
8.739000000000000000e+03,1.432337905650074106e+02,0.000000000000000000e+00,2.308903433106213321e-01,4.238550078035570046e-01,0.000000000000000000e+00,-6.476388020336865115e-02
8.996000000000000000e+03,1.305132191524519953e+02,0.000000000000000000e+00,4.203429826408134895e-01,4.917600891809240649e-01,0.000000000000000000e+00,-3.285704041246742535e-02
9.253000000000000000e+03,1.571180842576190742e+02,0.000000000000000000e+00,3.148222273975614938e-01,3.498881153480187800e-01,0.000000000000000000e+00,5.232881293166062597e-02
9.510000000000000000e+03,1.451406943358242927e+02,0.000000000000000000e+00,2.847639055184151835e-01,4.082422729907617676e-01,0.000000000000000000e+00,9.058158904080521046e-02
9.767000000000000000e+03,1.562142212928349920e+02,0.000000000000000000e+00,5.249298143005295403e-01,6.064786898722793751e-01,0.000000000000000000e+00,-1.564884176486957407e-02
1.002400000000000000e+04,1.126591502708903221e+02,0.000000000000000000e+00,3.473463541369957719e-01,5.842904025434642046e-01,0.000000000000000000e+00,7.921828145326959003e-02
1.028100000000000000e+04,1.477631053281297113e+02,0.000000000000000000e+00,5.280796244230101522e-01,6.035805234290116950e-01,0.000000000000000000e+00,-8.626051356473950216e-02
1.053800000000000000e+04,1.508039369209963638e+02,0.000000000000000000e+00,4.401692243486092226e-01,5.570283593623528429e-01,0.000000000000000000e+00,-4.266937893561657119e-02
1.079500000000000000e+04,1.249411269801470610e+02,0.000000000000000000e+00,6.041637982690777342e-01,5.973439608342465679e-01,0.000000000000000000e+00,1.019427246736142739e-01
1.105200000000000000e+04,1.492852728751784070e+02,0.000000000000000000e+00,3.064289576241582824e-01,4.176923476595142959e-01,0.000000000000000000e+00,7.538513117394027296e-02
1.130900000000000000e+04,1.065286825145908836e+02,0.000000000000000000e+00,3.352228539200313162e-01,4.500197311050049831e-01,0.000000000000000000e+00,-9.030937366001556832e-02
1.156600000000000000e+04,1.085196219697595410e+02,0.000000000000000000e+00,3.804904377398246607e-01,4.785077390881407600e-01,0.000000000000000000e+00,-2.147365122950182503e-01
1.182300000000000000e+04,1.145616850919842307e+02,0.000000000000000000e+00,2.697698009486713677e-01,4.169751929311909522e-01,0.000000000000000000e+00,-5.685809878858161248e-02
1.208000000000000000e+04,1.404567798793762563e+02,0.000000000000000000e+00,3.171170644961368579e-01,4.555711038846484984e-01,0.000000000000000000e+00,3.954648741680222290e-02
1.233700000000000000e+04,1.154280748506138252e+02,0.000000000000000000e+00,3.147875019828035859e-01,4.236673567070818325e-01,0.000000000000000000e+00,1.323620131412495404e-01
1.259400000000000000e+04,1.214297650226418028e+02,0.000000000000000000e+00,3.462128425424472189e-01,4.461302161196041838e-01,0.000000000000000000e+00,5.905637123136906613e-02
1.285100000000000000e+04,1.157061397795261541e+02,0.000000000000000000e+00,3.662032490288282260e-01,4.437826836786533669e-01,0.000000000000000000e+00,1.875709532951121833e-02
1.310800000000000000e+04,1.256051875495127490e+02,0.000000000000000000e+00,4.780499750444068274e-01,5.625438412206550387e-01,0.000000000000000000e+00,7.336980106205251428e-02
1.336500000000000000e+04,1.063588617032427521e+02,0.000000000000000000e+00,3.273553914399096598e-01,4.306149603515487256e-01,0.000000000000000000e+00,-1.003184973299834498e-01
1.362200000000000000e+04,1.197537963471513507e+02,0.000000000000000000e+00,2.996936499496633544e-01,3.645430435380065393e-01,0.000000000000000000e+00,1.521457658909826371e-02
1.387900000000000000e+04,1.057897310128829105e+02,0.000000000000000000e+00,4.101363259416455076e-01,4.752736211081035056e-01,0.000000000000000000e+00,2.654624440712628416e-02
1.413600000000000000e+04,1.181278700780824096e+02,0.000000000000000000e+00,5.448011856616059578e-01,6.377780703515992800e-01,0.000000000000000000e+00,4.605150377047909083e-02
1.439300000000000000e+04,1.047323799274803093e+02,0.000000000000000000e+00,3.945435599359748413e-01,5.416988085830124477e-01,0.000000000000000000e+00,-1.624372415203946887e-02
1.465000000000000000e+04,1.153423595897661755e+02,0.000000000000000000e+00,2.759063655262170012e-01,4.036845294663050088e-01,0.000000000000000000e+00,1.930922840958062756e-02
1.490700000000000000e+04,1.242672324338913796e+02,0.000000000000000000e+00,3.542790905793357648e-01,4.724585865233106863e-01,0.000000000000000000e+00,3.815480344475632307e-02
1.516400000000000000e+04,7.567251381905948904e+01,0.000000000000000000e+00,2.474554362642237271e-01,3.274748689642763000e-01,0.000000000000000000e+00,-3.240684425603075625e-02
1.542100000000000000e+04,1.201738973163945445e+02,0.000000000000000000e+00,2.921608694350120161e-01,4.439526995660142972e-01,0.000000000000000000e+00,-6.745592080989432082e-02
1.567800000000000000e+04,1.021841918793745947e+02,0.000000000000000000e+00,4.006029652040824507e-01,4.659403026230303779e-01,0.000000000000000000e+00,-4.322217002690072196e-02
1.593500000000000000e+04,1.118157607193490577e+02,0.000000000000000000e+00,2.172611795967878401e-01,3.726153149556827859e-01,0.000000000000000000e+00,2.185030282364567450e-02
1.619200000000000000e+04,1.051078329538807310e+02,0.000000000000000000e+00,3.796237129843691993e-01,5.069037829128575368e-01,0.000000000000000000e+00,1.059928412908437839e-01
1.644900000000000000e+04,1.323325166987425519e+02,0.000000000000000000e+00,2.746564260555083292e-01,4.440165554084226640e-01,0.000000000000000000e+00,-7.540031519321592490e-02
1.670600000000000000e+04,8.772851386328672163e+01,0.000000000000000000e+00,3.463155106525708793e-01,4.525815457809370113e-01,0.000000000000000000e+00,3.774400088618999095e-03
1.696300000000000000e+04,1.029170466406903444e+02,0.000000000000000000e+00,1.750570931275246267e-01,3.407504998468514068e-01,0.000000000000000000e+00,-7.127542413118577447e-02
